time,es_support_l,es_support_h,es_resist_l,es_resist_h,nq_support_l,nq_support_h,nq_resist_l,nq_resist_h
2026-09-04T13:14:21Z,7754.2,7759.2,7758.3,7763.3,29519.6,29539.6,29529.1,29549.1
2026-09-04T13:14:21Z,7754.2,7759.2,7758.3,7763.3,29519.6,29539.6,29529.1,29549.1
